cleaned_text,sentimen,text_without_stopwords,test_nltk,tokens
lalu laki laki itupun menjawab namanya irma mbak dia warga kampung saya dia disiksa suaminya korban kdrt sepertinya matinya dicekik mayatnya juga sepertinya sudah meninggal dari hari yang lalu ucap laki laki itu menjelaskan,negatif,lalu laki laki itupun menjawab namanya irma mbak warga kampung disiksa suaminya korban kdrt sepertinya matinya dicekik mayatnya sepertinya meninggal hari lalu ucap laki laki menjelaskan,laki laki itupun namanya irma mbak warga kampung disiksa suaminya korban kdrt matinya dicekik mayatnya meninggal laki laki,"['lalu', 'laki', 'laki', 'itupun', 'menjawab', 'namanya', 'irma', 'mbak', 'warga', 'kampung', 'disiksa', 'suaminya', 'korban', 'kdrt', 'sepertinya', 'matinya', 'dicekik', 'mayatnya', 'sepertinya', 'meninggal', 'hari', 'lalu', 'ucap', 'laki', 'laki', 'menjelaskan']"
di lini masa saya ada konten pasangan suami istri yang manis yang membuat saya ingin segera menikah disamping banyaknya beritaberita yang tidak menyenangkan,positif,lini masa ada konten pasangan suami istri manis membuat ingin segera menikah disamping banyaknya beritaberita menyenangkan,lini konten pasangan suami istri manis menikah disamping banyaknya beritaberita menyenangkan,"['lini', 'masa', 'ada', 'konten', 'pasangan', 'suami', 'istri', 'manis', 'membuat', 'ingin', 'segera', 'menikah', 'disamping', 'banyaknya', 'beritaberita', 'menyenangkan']"
pernah punya teman yang menjadi korban kdrt sudah saya dukung bela dan lain lain akhirnya kembali lagi ditambah saya dianggap sok tahu iri emosional karena memang kalau inti dia banyak dibiayai oleh laki laki tersebut dari situ saya malah hati hati kalau ada yang menjadi korban lagi lebih baik saya doakan dulu saja dan mendukung sebagai pendengar terlebih dahulu,negatif,pernah punya teman menjadi korban kdrt dukung bela lain akhirnya ditambah dianggap sok tahu iri emosional inti banyak dibiayai laki laki tersebut situ hati hati menjadi korban lebih baik doakan dulu mendukung pendengar terlebih,teman korban kdrt dukung bela ditambah dianggap sok iri emosional inti dibiayai laki laki situ hati hati korban doakan mendukung pendengar,"['pernah', 'punya', 'teman', 'menjadi', 'korban', 'kdrt', 'dukung', 'bela', 'lain', 'akhirnya', 'ditambah', 'dianggap', 'sok', 'tahu', 'iri', 'emosional', 'inti', 'banyak', 'dibiayai', 'laki', 'laki', 'tersebut', 'situ', 'hati', 'hati', 'menjadi', 'korban', 'lebih', 'baik', 'doakan', 'dulu', 'mendukung', 'pendengar', 'terlebih']"
yang membalas benar kebanyakan perempuan padahal pembuat postingan adalah korban kekerasan seksual yang sudah berani berbicara tetap saja ada yang menyalahkan pantas saja waktu kemarin ada suami korban kdrt tidak berani berbicara karena balasan dari sesama laki laki malah menjatuhkan mas nya,negatif,membalas benar kebanyakan perempuan padahal pembuat postingan korban kekerasan seksual berani berbicara tetap menyalahkan pantas waktu kemarin ada suami korban kdrt berani berbicara balasan sesama laki laki menjatuhkan mas nya,membalas kebanyakan perempuan pembuat postingan korban kekerasan seksual berani berbicara menyalahkan kemarin suami korban kdrt berani berbicara balasan laki laki menjatuhkan mas nya,"['membalas', 'benar', 'kebanyakan', 'perempuan', 'padahal', 'pembuat', 'postingan', 'korban', 'kekerasan', 'seksual', 'berani', 'berbicara', 'tetap', 'menyalahkan', 'pantas', 'waktu', 'kemarin', 'ada', 'suami', 'korban', 'kdrt', 'berani', 'berbicara', 'balasan', 'sesama', 'laki', 'laki', 'menjatuhkan', 'mas', 'nya']"
pernah tidak sih kamu merasa kepala kamu macam dihantam kencang banget jangan tanya mengapa saya bisa tahu definisi sakitnya karena saya adalah korban kdrt dahulu kala wahahahahaha,negatif,pernah sih merasa kepala macam dihantam kencang banget jangan tanya tahu definisi sakitnya korban kdrt kala wahahahahaha,sih kepala dihantam kencang banget definisi sakitnya korban kdrt wahahahahaha,"['pernah', 'sih', 'merasa', 'kepala', 'macam', 'dihantam', 'kencang', 'banget', 'jangan', 'tanya', 'tahu', 'definisi', 'sakitnya', 'korban', 'kdrt', 'kala', 'wahahahahaha']"
kok bisa keluarga sama pemerintah desa malah menyuruh mbaknya memaafkan suami yang melakukan kdrt bukannya peduli kepada korban malah takut menjadi aib jika mbaknya berbicara menjadi korban kdrt aneh,negatif,kok keluarga sama pemerintah desa menyuruh mbaknya memaafkan suami melakukan kdrt bukannya peduli korban takut menjadi aib mbaknya berbicara menjadi korban kdrt aneh,keluarga pemerintah desa menyuruh mbaknya memaafkan suami kdrt peduli korban takut aib mbaknya berbicara korban kdrt aneh,"['kok', 'keluarga', 'sama', 'pemerintah', 'desa', 'menyuruh', 'mbaknya', 'memaafkan', 'suami', 'melakukan', 'kdrt', 'bukannya', 'peduli', 'korban', 'takut', 'menjadi', 'aib', 'mbaknya', 'berbicara', 'menjadi', 'korban', 'kdrt', 'aneh']"
yang menyalahkan kamu berarti tuh orang tolol ada korban kdrt lagi cerita kok malah dibilang mempermalukan diri sendiri,negatif,menyalahkan berarti tuh orang tolol korban kdrt cerita kok dibilang mempermalukan diri sendiri,menyalahkan tuh orang tolol korban kdrt cerita dibilang mempermalukan,"['menyalahkan', 'berarti', 'tuh', 'orang', 'tolol', 'korban', 'kdrt', 'cerita', 'kok', 'dibilang', 'mempermalukan', 'diri', 'sendiri']"
benar kakak membuka cuitanter membuat mengerikan jika yang lewat banyak berita horor seperti perselingkuhan kdrt anak disiksa orang tua korban mutilasi dan lain lain,negatif,benar kakak membuka cuitanter membuat mengerikan lewat banyak berita horor perselingkuhan kdrt anak disiksa orang tua korban mutilasi lain,kakak membuka cuitanter mengerikan berita horor perselingkuhan kdrt anak disiksa orang tua korban mutilasi,"['benar', 'kakak', 'membuka', 'cuitanter', 'membuat', 'mengerikan', 'lewat', 'banyak', 'berita', 'horor', 'perselingkuhan', 'kdrt', 'anak', 'disiksa', 'orang', 'tua', 'korban', 'mutilasi', 'lain']"
menantu ketua yayasan sekolah saya tukang cabul yang begitu ketahuan korbannya sudah banyak tetapi dia sendiri korban kdrt oleh istrinya kasusnya menguap begitu saja karena dia dilindungi oleh mertuanya supaya tidak merusak nama sekolah,negatif,menantu ketua yayasan sekolah tukang cabul ketahuan korbannya banyak sendiri korban kdrt istrinya kasusnya menguap dilindungi mertuanya merusak nama sekolah,menantu ketua yayasan sekolah tukang cabul ketahuan korbannya korban kdrt istrinya kasusnya menguap dilindungi mertuanya merusak nama sekolah,"['menantu', 'ketua', 'yayasan', 'sekolah', 'tukang', 'cabul', 'ketahuan', 'korbannya', 'banyak', 'sendiri', 'korban', 'kdrt', 'istrinya', 'kasusnya', 'menguap', 'dilindungi', 'mertuanya', 'merusak', 'nama', 'sekolah']"
saya sebenarnya ingin sekali karena ingin tahu kelanjutan bim ya tetapi membaca ini saya ragu saya pernah menjadi korban kdrt parah bahkan sampai sekarang masih harus terapi dan pengobatan karena ada kerusakan di saraf saya membaca alonica saja saya lama sekali karena banyak istirahatnya,negatif,sebenarnya sekali ingin tahu kelanjutan bim membaca ragu pernah menjadi korban kdrt parah sekarang terapi pengobatan ada kerusakan saraf membaca alonica lama sekali banyak istirahatnya,kelanjutan bim membaca ragu korban kdrt parah terapi pengobatan kerusakan saraf membaca alonica istirahatnya,"['sebenarnya', 'sekali', 'ingin', 'tahu', 'kelanjutan', 'bim', 'membaca', 'ragu', 'pernah', 'menjadi', 'korban', 'kdrt', 'parah', 'sekarang', 'terapi', 'pengobatan', 'ada', 'kerusakan', 'saraf', 'membaca', 'alonica', 'lama', 'sekali', 'banyak', 'istirahatnya']"
saat saya kuliah teman sd dan sampai saya begitu lulus sma langsung bekerja berkenalan dengan seorang polisi lalu setahun kemudian mereka menikah ternyata teman saya menjadi korban kdrt sebagai teman saya dan beberapa teman lain membantunya agar lepas dari lelaki ini,positif,kuliah teman sd lulus sma langsung bekerja berkenalan seorang polisi lalu setahun kemudian menikah ternyata teman menjadi korban kdrt teman beberapa teman membantunya lepas lelaki,kuliah teman sd lulus sma langsung berkenalan polisi setahun menikah teman korban kdrt teman teman membantunya lepas lelaki,"['kuliah', 'teman', 'sd', 'lulus', 'sma', 'langsung', 'bekerja', 'berkenalan', 'seorang', 'polisi', 'lalu', 'setahun', 'kemudian', 'menikah', 'ternyata', 'teman', 'menjadi', 'korban', 'kdrt', 'teman', 'beberapa', 'teman', 'membantunya', 'lepas', 'lelaki']"
sulitnya menjadi perempuan yang salah memilih laki laki risikonya terhadap calon anak dan nyawa perempuan itu sendiri misalnya anak itu lahir mungkin akan lebih menjadi korban kdrt lagi lagi yang terkena dampaknya adalah sang ibu mengapa memilih ayah seperti itu aduh,negatif,sulitnya menjadi perempuan salah memilih laki laki risikonya calon anak nyawa perempuan sendiri misalnya anak lahir mungkin lebih menjadi korban kdrt terkena dampaknya sang ibu memilih ayah aduh,sulitnya perempuan salah memilih laki laki risikonya calon anak nyawa perempuan anak lahir korban kdrt terkena dampaknya sang memilih ayah aduh,"['sulitnya', 'menjadi', 'perempuan', 'salah', 'memilih', 'laki', 'laki', 'risikonya', 'calon', 'anak', 'nyawa', 'perempuan', 'sendiri', 'misalnya', 'anak', 'lahir', 'mungkin', 'lebih', 'menjadi', 'korban', 'kdrt', 'terkena', 'dampaknya', 'sang', 'ibu', 'memilih', 'ayah', 'aduh']"
sembuhlah mata sampai bengkak begini wajahku seperti korban kdrt,negatif,sembuhlah mata bengkak begini wajahku korban kdrt,sembuhlah mata bengkak wajahku korban kdrt,"['sembuhlah', 'mata', 'bengkak', 'begini', 'wajahku', 'korban', 'kdrt']"
dari sekian berita ini yang paling saya senang dan terhibur kebanyakan istri jadi korban kdrt tetapi kali ini suami jadi korban menyalaaaa istrii,positif,sekian berita paling senang terhibur kebanyakan istri korban kdrt kali suami korban menyalaaaa istrii,sekian berita senang terhibur kebanyakan istri korban kdrt kali suami korban menyalaaaa istrii,"['sekian', 'berita', 'paling', 'senang', 'terhibur', 'kebanyakan', 'istri', 'korban', 'kdrt', 'kali', 'suami', 'korban', 'menyalaaaa', 'istrii']"
bagaimana kak ada laki korban kdrt malah dikatai banci,negatif,bagaimana kak laki korban kdrt dikatai banci,kak laki korban kdrt dikatai banci,"['bagaimana', 'kak', 'laki', 'korban', 'kdrt', 'dikatai', 'banci']"
bisa tetapi lama dan sulit kecuali korban kdrt maka dari itu banyak yang memilih untuk berpisah rumah tanpa menikah lagi,negatif,lama sulit korban kdrt banyak memilih berpisah rumah menikah,sulit kecuali korban kdrt memilih berpisah rumah menikah,"['lama', 'sulit', 'korban', 'kdrt', 'banyak', 'memilih', 'berpisah', 'rumah', 'menikah']"
sudah persis kaya korban kdrt padahal cuma bekas cek darah gagal jelek banget aduh,negatif,persis kaya korban kdrt padahal cuma bekas cek darah gagal jelek banget aduh,persis kaya korban kdrt bekas cek darah gagal jelek banget aduh,"['persis', 'kaya', 'korban', 'kdrt', 'padahal', 'cuma', 'bekas', 'cek', 'darah', 'gagal', 'jelek', 'banget', 'aduh']"
dasar padahal kaummu sendiri yang membuat narasi laki laki tidak bercerita kaummu sendiri yang mengecilkan perasaan laki laki masa laki laki menjadi korban kdrt masa laki laki menangis,negatif,dasar padahal kaummu sendiri membuat narasi laki laki bercerita kaummu sendiri mengecilkan perasaan laki laki masa laki laki menjadi korban kdrt masa laki laki menangis,dasar kaummu narasi laki laki bercerita kaummu mengecilkan perasaan laki laki laki laki korban kdrt laki laki menangis,"['dasar', 'padahal', 'kaummu', 'sendiri', 'membuat', 'narasi', 'laki', 'laki', 'bercerita', 'kaummu', 'sendiri', 'mengecilkan', 'perasaan', 'laki', 'laki', 'masa', 'laki', 'laki', 'menjadi', 'korban', 'kdrt', 'masa', 'laki', 'laki', 'menangis']"
admin bantu dong masa korban kdrt suami malah dipenjara,negatif,admin bantu dong masa korban kdrt suami dipenjara,admin bantu korban kdrt suami dipenjara,"['admin', 'bantu', 'dong', 'masa', 'korban', 'kdrt', 'suami', 'dipenjara']"
korban kebiadaban polisi korban kdrt dipenjara kali sama bayinya umur bulan tetapi propam buta dan tuli,negatif,korban kebiadaban polisi korban kdrt dipenjara kali sama bayinya umur bulan propam buta tuli,korban kebiadaban polisi korban kdrt dipenjara kali bayinya umur propam buta tuli,"['korban', 'kebiadaban', 'polisi', 'korban', 'kdrt', 'dipenjara', 'kali', 'sama', 'bayinya', 'umur', 'bulan', 'propam', 'buta', 'tuli']"
berkisah tentang upaya melawanmelindungi wanitaanak korban kdrt dan pelecehan seksual masih jauh dari sempurna tetapi harapannya bisa membantu,positif,berkisah upaya melawanmelindungi wanitaanak korban kdrt pelecehan seksual jauh sempurna harapannya membantu,berkisah upaya melawanmelindungi wanitaanak korban kdrt pelecehan seksual sempurna harapannya membantu,"['berkisah', 'upaya', 'melawanmelindungi', 'wanitaanak', 'korban', 'kdrt', 'pelecehan', 'seksual', 'jauh', 'sempurna', 'harapannya', 'membantu']"
benar kak saya pernah memelihara pasangan seperti ini sudah kdrt merusak barang kursi ruang tamu menjadi korban bahkan suka memberi kejutan berupa bangkai tikus yang dia bawa tetapi saya tetap sayang,negatif,benar kak pernah memelihara pasangan kdrt merusak barang kursi ruang tamu menjadi korban suka memberi kejutan berupa bangkai tikus bawa tetap sayang,kak memelihara pasangan kdrt merusak barang kursi ruang tamu korban suka kejutan bangkai tikus bawa sayang,"['benar', 'kak', 'pernah', 'memelihara', 'pasangan', 'kdrt', 'merusak', 'barang', 'kursi', 'ruang', 'tamu', 'menjadi', 'korban', 'suka', 'memberi', 'kejutan', 'berupa', 'bangkai', 'tikus', 'bawa', 'tetap', 'sayang']"
tolong saya korban kdrt keponakan saya,negatif,korban kdrt keponakan,tolong korban kdrt keponakan,"['korban', 'kdrt', 'keponakan']"
kemarin beredar di lini masa tentang lelaki yang menjadi korban kdrt sayangnya malah dibuli oleh sesama lelaki dibilang banci lah laki bukan sih dan perkataan sejenisnya,negatif,kemarin beredar lini masa lelaki menjadi korban kdrt sayangnya dibuli sesama lelaki dibilang banci lah laki bukan sih perkataan sejenisnya,kemarin beredar lini lelaki korban kdrt sayangnya dibuli lelaki dibilang banci laki sih perkataan sejenisnya,"['kemarin', 'beredar', 'lini', 'masa', 'lelaki', 'menjadi', 'korban', 'kdrt', 'sayangnya', 'dibuli', 'sesama', 'lelaki', 'dibilang', 'banci', 'lah', 'laki', 'bukan', 'sih', 'perkataan', 'sejenisnya']"
saat mantan suami saya peltu bambang susmantoro melakukan kdrt penelantaran perselingkuhan kepada saya dan anak saya melapor ke kolonel bangun siregar sebagai komandan kodim jakarta pusat beliau malah mengintimidasi saya yang adalah korban,negatif,mantan suami peltu bambang susmantoro melakukan kdrt penelantaran perselingkuhan anak melapor kolonel bangun siregar komandan kodim jakarta pusat beliau mengintimidasi korban,mantan suami peltu bambang susmantoro kdrt penelantaran perselingkuhan anak melapor kolonel bangun siregar komandan kodim jakarta pusat beliau mengintimidasi korban,"['mantan', 'suami', 'peltu', 'bambang', 'susmantoro', 'melakukan', 'kdrt', 'penelantaran', 'perselingkuhan', 'anak', 'melapor', 'kolonel', 'bangun', 'siregar', 'komandan', 'kodim', 'jakarta', 'pusat', 'beliau', 'mengintimidasi', 'korban']"
tetapi memang tidak semua orang bisa tolong orang kaya begitu sih entah minta bantuan siapa cocoknya kemarin ada komunitas yang paham masalah begituan dan berusaha nolong korban kdrt saja kalah kok karena malah dilaporin ke polisi sama korbannya aneh,negatif,orang tolong orang kaya sih entah minta bantuan siapa cocoknya kemarin komunitas paham masalah begituan berusaha nolong korban kdrt kalah kok dilaporin polisi sama korbannya aneh,orang tolong orang kaya sih bantuan cocoknya kemarin komunitas paham begituan berusaha nolong korban kdrt kalah dilaporin polisi korbannya aneh,"['orang', 'tolong', 'orang', 'kaya', 'sih', 'entah', 'minta', 'bantuan', 'siapa', 'cocoknya', 'kemarin', 'komunitas', 'paham', 'masalah', 'begituan', 'berusaha', 'nolong', 'korban', 'kdrt', 'kalah', 'kok', 'dilaporin', 'polisi', 'sama', 'korbannya', 'aneh']"
jadi ketika terjadi kdrt tolong jangan menyalahkan korban kdrt ya,positif,terjadi kdrt jangan menyalahkan korban kdrt,kdrt tolong menyalahkan korban kdrt,"['terjadi', 'kdrt', 'jangan', 'menyalahkan', 'korban', 'kdrt']"
salut bhabinkamtibmas desa korololama brigpol novri tutu melaksanakan penyelesaian mengenai kdrt secara kekeluargaan atas dasar permintaan korban sendiri,positif,salut bhabinkamtibmas desa korololama brigpol novri tutu melaksanakan penyelesaian mengenai kdrt kekeluargaan atas dasar permintaan korban sendiri,salut bhabinkamtibmas desa korololama brigpol novri tutu melaksanakan penyelesaian kdrt kekeluargaan dasar permintaan korban,"['salut', 'bhabinkamtibmas', 'desa', 'korololama', 'brigpol', 'novri', 'tutu', 'melaksanakan', 'penyelesaian', 'mengenai', 'kdrt', 'kekeluargaan', 'atas', 'dasar', 'permintaan', 'korban', 'sendiri']"
penting untuk meningkatkan kesadaran tentang kdrt baik yang terjadi pada perempuan maupun laki laki mendukung korban mendengarkan dengan empati dan mendorong untuk mencari bantuan adalah langkahlangkah penting,positif,penting meningkatkan kesadaran kdrt baik terjadi perempuan maupun laki laki mendukung korban mendengarkan empati mendorong mencari bantuan langkahlangkah penting,meningkatkan kesadaran kdrt perempuan laki laki mendukung korban mendengarkan empati mendorong mencari bantuan langkahlangkah,"['penting', 'meningkatkan', 'kesadaran', 'kdrt', 'baik', 'terjadi', 'perempuan', 'maupun', 'laki', 'laki', 'mendukung', 'korban', 'mendengarkan', 'empati', 'mendorong', 'mencari', 'bantuan', 'langkahlangkah', 'penting']"
geram nanti sehabis itu laki laki yang berbeda akan protes ke feminis kok perempuan tidak pernah bela laki laki yang jadi korban kdrt,negatif,geram sehabis laki laki berbeda protes feminis kok perempuan pernah bela laki laki korban kdrt,geram sehabis laki laki berbeda protes feminis perempuan bela laki laki korban kdrt,"['geram', 'sehabis', 'laki', 'laki', 'berbeda', 'protes', 'feminis', 'kok', 'perempuan', 'pernah', 'bela', 'laki', 'laki', 'korban', 'kdrt']"
berawal dari sebuah kenangan masa lalu sampai saya trauma untuk bersedekah,negatif,berawal sebuah kenangan masa lalu trauma bersedekah,kenangan trauma bersedekah,"['berawal', 'sebuah', 'kenangan', 'masa', 'lalu', 'trauma', 'bersedekah']"
saksikan kejamnya ibu tiri di jurnal lintas inews pagi rabu januari pukul wib live di mnctv,negatif,saksikan kejamnya ibu tiri jurnal lintas inews pagi rabu januari pukul wib live mnctv,saksikan kejamnya tiri jurnal lintas inews pagi rabu januari wib live mnctv,"['saksikan', 'kejamnya', 'ibu', 'tiri', 'jurnal', 'lintas', 'inews', 'pagi', 'rabu', 'januari', 'pukul', 'wib', 'live', 'mnctv']"
